Axial load,Potentiometer reading
32.1341,46.8703
32.1350,46.8685
32.1358,46.8667
32.1367,46.8648
32.1376,46.8630
32.1385,46.8612
32.1394,46.8594
32.1402,46.8576
32.1411,46.8558
32.1420,46.8540
32.1429,46.8522
32.1437,46.8504
32.1446,46.8486
32.1455,46.8468
32.1463,46.8450
32.1472,46.8432
32.1481,46.8414
32.1489,46.8396
32.1498,46.8378
32.1507,46.8360
32.1515,46.8342
32.1524,46.8324
32.1532,46.8306
32.1541,46.8288
32.1549,46.8270
32.1558,46.8252
32.1567,46.8234
32.1575,46.8216
32.1584,46.8198
32.1592,46.8180
32.1601,46.8162
32.1609,46.8144
32.1618,46.8126
32.1626,46.8107
32.1634,46.8089
32.1643,46.8071
32.1651,46.8053
32.1660,46.8035
32.1668,46.8017
32.1676,46.7999
32.1685,46.7981
32.1693,46.7963
32.1702,46.7945
32.1710,46.7927
32.1718,46.7909
32.1727,46.7891
32.1735,46.7873
32.1743,46.7855
32.1751,46.7837
32.1760,46.7819
32.1768,46.7801
32.1776,46.7783
32.1784,46.7765
32.1793,46.7747
32.1801,46.7729
32.1809,46.7711
32.1817,46.7693
32.1826,46.7675
32.1834,46.7657
32.1842,46.7639
32.1850,46.7621
32.1858,46.7603
32.1866,46.7585
32.1874,46.7566
32.1883,46.7548
32.1891,46.7530
32.1899,46.7512
32.1907,46.7494
32.1915,46.7476
32.1923,46.7458
32.1931,46.7440
32.1939,46.7422
32.1947,46.7404
32.1955,46.7386
32.1963,46.7368
32.1971,46.7350
32.1979,46.7332
32.1987,46.7314
32.1995,46.7296
32.2003,46.7278
32.2011,46.7260
32.2019,46.7242
32.2027,46.7224
32.2035,46.7206
32.2043,46.7188
32.2050,46.7170
32.2058,46.7152
32.2066,46.7134
32.2074,46.7116
32.2082,46.7098
32.2090,46.7080
32.2098,46.7062
32.2105,46.7044
32.2113,46.7025
32.2121,46.7007
32.2129,46.6989
32.2137,46.6971
32.2144,46.6953
32.2152,46.6935
32.2160,46.6917
32.2168,46.6899
32.2175,46.6881
32.2183,46.6863
32.2191,46.6845
32.2198,46.6827
32.2206,46.6809
32.2214,46.6791
32.2221,46.6773
32.2229,46.6755
32.2237,46.6737
32.2244,46.6719
32.2252,46.6701
32.2260,46.6683
32.2267,46.6665
32.2275,46.6647
32.2282,46.6629
32.2290,46.6611
32.2298,46.6593
32.2305,46.6575
32.2313,46.6557
32.2320,46.6539
32.2328,46.6521
32.2335,46.6503
32.2343,46.6484
32.2350,46.6466
32.2358,46.6448
32.2365,46.6430
32.2373,46.6412
32.2380,46.6394
32.2388,46.6376
32.2395,46.6358
32.2403,46.6340
32.2410,46.6322
32.2417,46.6304
32.2425,46.6286
32.2432,46.6268
32.2440,46.6250
32.2447,46.6232
32.2454,46.6214
32.2462,46.6196
32.2469,46.6178
32.2476,46.6160
32.2484,46.6142
32.2491,46.6124
32.2498,46.6106
32.2506,46.6088
32.2513,46.6070
32.2520,46.6052
32.2528,46.6034
32.2535,46.6016
32.2542,46.5998
32.2549,46.5980
32.2557,46.5962
32.2564,46.5943
32.2571,46.5925
32.2578,46.5907
32.2586,46.5889
32.2593,46.5871
32.2600,46.5853
32.2607,46.5835
32.2614,46.5817
32.2621,46.5799
32.2629,46.5781
32.2636,46.5763
32.2643,46.5745
32.2650,46.5727
32.2657,46.5709
32.2664,46.5691
32.2671,46.5673
32.2678,46.5655
32.2686,46.5637
32.2693,46.5619
32.2700,46.5601
32.2707,46.5583
32.2714,46.5565
32.2721,46.5547
32.2728,46.5529
32.2735,46.5511
32.2742,46.5493
32.2749,46.5475
32.2756,46.5457
32.2763,46.5439
32.2770,46.5421
32.2777,46.5402
32.2784,46.5384
32.2791,46.5366
32.2798,46.5348
32.2805,46.5330
32.2812,46.5312
32.2819,46.5294
32.2825,46.5276
32.2832,46.5258
32.2839,46.5240
32.2846,46.5222
32.2853,46.5204
32.2860,46.5186
32.2867,46.5168
32.2874,46.5150
32.2880,46.5132
32.2887,46.5114
32.2894,46.5096
32.2901,46.5078
32.2908,46.5060
32.2915,46.5042
32.2921,46.5024
32.2928,46.5006
32.2935,46.4988
32.2942,46.4970
32.2948,46.4952
32.2955,46.4934
32.2962,46.4916
32.2969,46.4898
32.2975,46.4880
32.2982,46.4862
32.2989,46.4843
32.2996,46.4825
32.3002,46.4807
32.3009,46.4789
32.3016,46.4771
32.3022,46.4753
32.3029,46.4735
32.3036,46.4717
32.3042,46.4699
32.3049,46.4681
32.3056,46.4663
32.3062,46.4645
32.3069,46.4627
32.3075,46.4609
32.3082,46.4591
32.3089,46.4573
32.3095,46.4555
32.3102,46.4537
32.3108,46.4519
32.3115,46.4501
32.3121,46.4483
32.3128,46.4465
32.3135,46.4447
32.3141,46.4429
32.3148,46.4411
32.3154,46.4393
32.3161,46.4375
32.3167,46.4357
32.3174,46.4339
32.3180,46.4321
32.3187,46.4302
32.3193,46.4284
32.3200,46.4266
32.3206,46.4248
32.3212,46.4230
32.3219,46.4212
32.3225,46.4194
32.3232,46.4176
32.3238,46.4158
32.3245,46.4140
32.3251,46.4122
32.3257,46.4104
32.3264,46.4086
32.3270,46.4068
32.3277,46.4050
32.3283,46.4032
32.3289,46.4014
32.3296,46.3996
32.3302,46.3978
32.3308,46.3960
32.3315,46.3942
32.3321,46.3924
32.3327,46.3906
32.3334,46.3888
32.3340,46.3870
32.3346,46.3852
32.3353,46.3834
32.3359,46.3816
32.3365,46.3798
32.3371,46.3780
32.3378,46.3762
32.3384,46.3743
32.3390,46.3725
32.3396,46.3707
32.3403,46.3689
32.3409,46.3671
32.3415,46.3653
32.3421,46.3635
32.3427,46.3617
32.3434,46.3599
32.3440,46.3581
32.3446,46.3563
32.3452,46.3545
32.3458,46.3527
32.3464,46.3509
32.3471,46.3491
32.3477,46.3473
32.3483,46.3455
32.3489,46.3437
32.3495,46.3419
32.3501,46.3401
32.3507,46.3383
32.3513,46.3365
32.3520,46.3347
32.3526,46.3329
32.3532,46.3311
32.3538,46.3293
32.3544,46.3275
32.3550,46.3257
32.3556,46.3239
32.3562,46.3221
32.3568,46.3203
32.3574,46.3184
32.3580,46.3166
32.3586,46.3148
32.3592,46.3130
32.3598,46.3112
32.3604,46.3094
32.3610,46.3076
32.3616,46.3058
32.3622,46.3040
32.3628,46.3022
32.3634,46.3004
32.3640,46.2986
32.3646,46.2968
32.3652,46.2950
32.3658,46.2932
32.3664,46.2914
32.3670,46.2896
32.3676,46.2878
32.3681,46.2860
32.3687,46.2842
32.3693,46.2824
32.3699,46.2806
32.3705,46.2788
32.3711,46.2770
32.3717,46.2752
32.3723,46.2734
32.3729,46.2716
32.3734,46.2698
32.3740,46.2680
32.3746,46.2662
32.3752,46.2644
32.3758,46.2625
32.3764,46.2607
32.3769,46.2589
32.3775,46.2571
32.3781,46.2553
32.3787,46.2535
32.3793,46.2517
32.3798,46.2499
32.3804,46.2481
32.3810,46.2463
32.3816,46.2445
32.3821,46.2427
32.3827,46.2409
32.3833,46.2391
32.3839,46.2373
32.3844,46.2355
32.3850,46.2337
32.3856,46.2319
32.3861,46.2301
32.3867,46.2283
32.3873,46.2265
32.3879,46.2247
32.3884,46.2229
32.3890,46.2211
32.3896,46.2193
32.3901,46.2175
32.3907,46.2157
32.3913,46.2139
32.3918,46.2121
32.3924,46.2103
32.3930,46.2085
32.3935,46.2066
32.3941,46.2048
32.3946,46.2030
32.3952,46.2012
32.3958,46.1994
32.3963,46.1976
32.3969,46.1958
32.3974,46.1940
32.3980,46.1922
32.3986,46.1904
32.3991,46.1886
32.3997,46.1868
32.4002,46.1850
32.4008,46.1832
32.4013,46.1814
32.4019,46.1796
32.4024,46.1778
32.4030,46.1760
32.4035,46.1742
32.4041,46.1724
32.4046,46.1706
32.4052,46.1688
32.4057,46.1670
32.4063,46.1652
32.4068,46.1634
32.4074,46.1616
32.4079,46.1598
32.4085,46.1580
32.4090,46.1562
32.4096,46.1544
32.4101,46.1526
32.4107,46.1508
32.4112,46.1489
32.4118,46.1471
32.4123,46.1453
32.4128,46.1435
32.4134,46.1417
32.4139,46.1399
32.4145,46.1381
32.4150,46.1363
32.4155,46.1345
32.4161,46.1327
32.4166,46.1309
32.4171,46.1291
32.4177,46.1273
32.4182,46.1255
32.4188,46.1237
32.4193,46.1219
32.4198,46.1201
32.4204,46.1183
32.4209,46.1165
32.4214,46.1147
32.4220,46.1129
32.4225,46.1111
32.4230,46.1093
32.4236,46.1075
32.4241,46.1057
32.4246,46.1039
32.4251,46.1021
32.4257,46.1003
32.4262,46.0985
32.4267,46.0967
32.4273,46.0949
32.4278,46.0930
32.4283,46.0912
32.4288,46.0894
32.4294,46.0876
32.4299,46.0858
32.4304,46.0840
32.4309,46.0822
32.4314,46.0804
32.4320,46.0786
32.4325,46.0768
32.4330,46.0750
32.4335,46.0732
32.4340,46.0714
32.4346,46.0696
32.4351,46.0678
32.4356,46.0660
32.4361,46.0642
32.4366,46.0624
32.4372,46.0606
32.4377,46.0588
32.4382,46.0570
32.4387,46.0552
32.4392,46.0534
32.4397,46.0516
32.4402,46.0498
32.4408,46.0480
32.4413,46.0462
32.4418,46.0444
32.4423,46.0426
32.4428,46.0408
32.4433,46.0390
32.4438,46.0372
32.4443,46.0353
32.4448,46.0335
32.4453,46.0317
32.4458,46.0299
32.4464,46.0281
32.4469,46.0263
32.4474,46.0245
32.4479,46.0227
32.4484,46.0209
32.4489,46.0191
32.4494,46.0173
32.4499,46.0155
32.4504,46.0137
32.4509,46.0119
32.4514,46.0101
32.4519,46.0083
32.4524,46.0065
32.4529,46.0047
32.4534,46.0029
32.4539,46.0011
32.4544,45.9993
32.4549,45.9975
32.4554,45.9957
32.4559,45.9939
32.4564,45.9921
32.4569,45.9903
32.4574,45.9885
32.4579,45.9867
32.4584,45.9849
32.4589,45.9831
32.4593,45.9813
32.4598,45.9795
32.4603,45.9776
32.4608,45.9758
32.4613,45.9740
32.4618,45.9722
32.4623,45.9704
32.4628,45.9686
32.4633,45.9668
32.4638,45.9650
32.4642,45.9632
32.4647,45.9614
32.4652,45.9596
32.4657,45.9578
32.4662,45.9560
32.4667,45.9542
32.4672,45.9524
32.4677,45.9506
32.4681,45.9488
32.4686,45.9470
32.4691,45.9452
32.4696,45.9434
32.4701,45.9416
32.4706,45.9398
32.4710,45.9380
32.4715,45.9362
32.4720,45.9344
32.4725,45.9326
32.4730,45.9308
32.4734,45.9290
32.4739,45.9272
32.4744,45.9254
32.4749,45.9236
32.4753,45.9218
32.4758,45.9199
32.4763,45.9181
32.4768,45.9163
32.4772,45.9145
32.4777,45.9127
32.4782,45.9109
32.4787,45.9091
32.4791,45.9073
32.4796,45.9055
32.4801,45.9037
32.4806,45.9019
32.4810,45.9001
32.4815,45.8983
32.4820,45.8965
32.4824,45.8947
32.4829,45.8929
32.4834,45.8911
32.4838,45.8893
32.4843,45.8875
32.4848,45.8857
32.4852,45.8839
32.4857,45.8821
32.4862,45.8803
32.4866,45.8785
32.4871,45.8767
32.4876,45.8749
32.4880,45.8731
32.4885,45.8713
32.4890,45.8695
32.4894,45.8677
32.4899,45.8659
32.4904,45.8641
32.4908,45.8622
32.4913,45.8604
32.4917,45.8586
32.4922,45.8568
32.4927,45.8550
32.4931,45.8532
32.4936,45.8514
32.4940,45.8496
32.4945,45.8478
32.4950,45.8460
32.4954,45.8442
32.4959,45.8424
32.4963,45.8406
32.4968,45.8388
32.4972,45.8370
32.4977,45.8352
32.4981,45.8334
32.4986,45.8316
32.4991,45.8298
32.4995,45.8280
32.5000,45.8262
32.5004,45.8244
32.5009,45.8226
32.5013,45.8208
32.5018,45.8190
32.5022,45.8172
32.5027,45.8154
32.5031,45.8136
32.5036,45.8118
32.5040,45.8100
32.5045,45.8082
32.5049,45.8064
32.5054,45.8046
32.5058,45.8027
32.5062,45.8009
32.5067,45.7991
32.5071,45.7973
32.5076,45.7955
32.5080,45.7937
32.5085,45.7919
32.5089,45.7901
32.5094,45.7883
32.5098,45.7865
32.5102,45.7847
32.5107,45.7829
32.5111,45.7811
32.5116,45.7793
32.5120,45.7775
32.5125,45.7757
32.5129,45.7739
32.5133,45.7721
32.5138,45.7703
32.5142,45.7685
32.5147,45.7667
32.5151,45.7649
32.5155,45.7631
32.5160,45.7613
32.5164,45.7595
32.5168,45.7577
32.5173,45.7559
32.5177,45.7541
32.5181,45.7523
32.5186,45.7505
32.5190,45.7487
32.5194,45.7469
32.5199,45.7451
32.5203,45.7432
32.5207,45.7414
32.5212,45.7396
32.5216,45.7378
32.5220,45.7360
32.5225,45.7342
32.5229,45.7324
32.5233,45.7306
32.5238,45.7288
32.5242,45.7270
32.5246,45.7252
32.5250,45.7234
32.5255,45.7216
32.5259,45.7198
32.5263,45.7180
32.5268,45.7162
32.5272,45.7144
32.5276,45.7126
32.5280,45.7108
32.5285,45.7090
32.5289,45.7072
32.5293,45.7054
32.5297,45.7036
32.5302,45.7018
32.5306,45.7000
32.5310,45.6982
32.5314,45.6964
32.5318,45.6946
32.5323,45.6928
32.5327,45.6910
32.5331,45.6892
32.5335,45.6874
32.5340,45.6856
32.5344,45.6837
32.5348,45.6819
32.5352,45.6801
32.5356,45.6783
32.5360,45.6765
32.5365,45.6747
32.5369,45.6729
32.5373,45.6711
32.5377,45.6693
32.5381,45.6675
32.5385,45.6657
32.5390,45.6639
32.5394,45.6621
32.5398,45.6603
32.5402,45.6585
32.5406,45.6567
32.5410,45.6549
32.5414,45.6531
32.5419,45.6513
32.5423,45.6495
32.5427,45.6477
32.5431,45.6459
32.5435,45.6441
32.5439,45.6423
32.5443,45.6405
32.5447,45.6387
32.5451,45.6369
32.5456,45.6351
32.5460,45.6333
32.5464,45.6315
32.5468,45.6297
32.5472,45.6279
32.5476,45.6261
32.5480,45.6242
32.5484,45.6224
32.5488,45.6206
32.5492,45.6188
32.5496,45.6170
32.5500,45.6152
32.5504,45.6134
32.5508,45.6116
32.5512,45.6098
32.5516,45.6080
32.5521,45.6062
32.5525,45.6044
32.5529,45.6026
32.5533,45.6008
32.5537,45.5990
32.5541,45.5972
32.5545,45.5954
32.5549,45.5936
32.5553,45.5918
32.5557,45.5900
32.5561,45.5882
32.5565,45.5864
32.5569,45.5846
32.5573,45.5828
32.5577,45.5810
32.5581,45.5792
32.5585,45.5774
32.5589,45.5756
32.5592,45.5738
32.5596,45.5720
32.5600,45.5702
32.5604,45.5684
32.5608,45.5666
32.5612,45.5648
32.5616,45.5629
32.5620,45.5611
32.5624,45.5593
32.5628,45.5575
32.5632,45.5557
32.5636,45.5539
32.5640,45.5521
32.5644,45.5503
32.5648,45.5485
32.5652,45.5467
32.5655,45.5449
32.5659,45.5431
32.5663,45.5413
32.5667,45.5395
32.5671,45.5377
32.5675,45.5359
32.5679,45.5341
32.5683,45.5323
32.5687,45.5305
32.5690,45.5287
32.5694,45.5269
32.5698,45.5251
32.5702,45.5233
32.5706,45.5215
32.5710,45.5197
32.5714,45.5179
32.5718,45.5161
32.5721,45.5143
32.5725,45.5125
32.5729,45.5107
32.5733,45.5089
32.5737,45.5071
32.5741,45.5053
32.5744,45.5034
32.5748,45.5016
32.5752,45.4998
32.5756,45.4980
32.5760,45.4962
32.5764,45.4944
32.5767,45.4926
32.5771,45.4908
32.5775,45.4890
32.5779,45.4872
32.5783,45.4854
32.5786,45.4836
32.5790,45.4818
32.5794,45.4800
32.5798,45.4782
32.5801,45.4764
32.5805,45.4746
32.5809,45.4728
32.5813,45.4710
32.5817,45.4692
32.5820,45.4674
32.5824,45.4656
32.5828,45.4638
32.5832,45.4620
32.5835,45.4602
32.5839,45.4584
32.5843,45.4566
32.5847,45.4548
32.5850,45.4530
32.5854,45.4512
32.5858,45.4494
32.5861,45.4476
32.5865,45.4458
32.5869,45.4440
32.5873,45.4422
32.5876,45.4403
32.5880,45.4385
32.5884,45.4367
32.5887,45.4349
32.5891,45.4331
32.5895,45.4313
32.5899,45.4295
32.5902,45.4277
32.5906,45.4259
32.5910,45.4241
32.5913,45.4223
32.5917,45.4205
32.5921,45.4187
32.5924,45.4169
32.5928,45.4151
32.5932,45.4133
32.5935,45.4115
32.5939,45.4097
32.5943,45.4079
32.5946,45.4061
32.5950,45.4043
32.5954,45.4025
32.5957,45.4007
32.5961,45.3989
32.5964,45.3971
32.5968,45.3953
32.5972,45.3935
32.5975,45.3917
32.5979,45.3899
32.5983,45.3881
32.5986,45.3863
32.5990,45.3845
32.5993,45.3827
32.5997,45.3809
32.6001,45.3790
32.6004,45.3772
32.6008,45.3754
32.6011,45.3736
32.6015,45.3718
32.6019,45.3700
32.6022,45.3682
32.6026,45.3664
32.6029,45.3646
32.6033,45.3628
32.6036,45.3610
32.6040,45.3592
32.6044,45.3574
32.6047,45.3556
32.6051,45.3538
32.6054,45.3520
32.6058,45.3502
32.6061,45.3484
32.6065,45.3466
32.6068,45.3448
32.6072,45.3430
32.6076,45.3412
32.6079,45.3394
32.6083,45.3376
32.6086,45.3358
32.6090,45.3340
32.6093,45.3322
32.6097,45.3304
32.6100,45.3286
32.6104,45.3268
32.6107,45.3250
32.6111,45.3232
32.6114,45.3214
32.6118,45.3196
32.6121,45.3178
32.6125,45.3159
32.6128,45.3141
32.6132,45.3123
32.6135,45.3105
32.6139,45.3087
32.6142,45.3069
32.6146,45.3051
32.6149,45.3033
32.6153,45.3015
32.6156,45.2997
32.6160,45.2979
32.6163,45.2961
32.6167,45.2943
32.6170,45.2925
32.6173,45.2907
32.6177,45.2889
32.6180,45.2871
32.6184,45.2853
32.6187,45.2835
32.6191,45.2817
32.6194,45.2799
32.6198,45.2781
32.6201,45.2763
32.6204,45.2745
32.6208,45.2727
32.6211,45.2709
32.6215,45.2691
32.6218,45.2673
32.6222,45.2655
32.6225,45.2637
32.6228,45.2619
32.6232,45.2601
32.6235,45.2583
32.6239,45.2565
32.6242,45.2546
32.6245,45.2528
32.6249,45.2510
32.6252,45.2492
32.6256,45.2474
32.6259,45.2456
32.6262,45.2438
32.6266,45.2420
32.6269,45.2402
32.6272,45.2384
32.6276,45.2366
32.6279,45.2348
32.6283,45.2330
32.6286,45.2312
32.6289,45.2294
32.6293,45.2276
32.6296,45.2258
32.6299,45.2240
32.6303,45.2222
32.6306,45.2204
32.6309,45.2186
32.6313,45.2168
32.6316,45.2150
32.6319,45.2132
32.6323,45.2114
32.6326,45.2096
32.6329,45.2078
32.6333,45.2060
32.6336,45.2042
32.6339,45.2024
32.6343,45.2006
32.6346,45.1988
32.6349,45.1970
32.6353,45.1952
32.6356,45.1934
32.6359,45.1916
32.6362,45.1897
32.6366,45.1879
32.6369,45.1861
32.6372,45.1843
32.6376,45.1825
32.6379,45.1807
32.6382,45.1789
32.6385,45.1771
32.6389,45.1753
32.6392,45.1735
32.6395,45.1717
32.6399,45.1699
32.6402,45.1681
32.6405,45.1663
32.6408,45.1645
32.6412,45.1627
32.6415,45.1609
32.6418,45.1591
32.6421,45.1573
32.6425,45.1555
32.6428,45.1537
32.6431,45.1519
32.6434,45.1501
32.6438,45.1483
32.6441,45.1465
32.6444,45.1447
32.6447,45.1429
32.6451,45.1411
32.6454,45.1393
32.6457,45.1375
32.6460,45.1357
32.6463,45.1339
32.6467,45.1321
32.6470,45.1303
32.6473,45.1285
32.6476,45.1267
32.6479,45.1248
32.6483,45.1230
32.6486,45.1212
32.6489,45.1194
32.6492,45.1176
32.6495,45.1158
32.6499,45.1140
32.6502,45.1122
32.6505,45.1104
32.6508,45.1086
32.6511,45.1068
32.6515,45.1050
32.6518,45.1032
32.6521,45.1014
32.6524,45.0996
32.6527,45.0978
32.6530,45.0960
32.6534,45.0942
32.6537,45.0924
32.6540,45.0906
32.6543,45.0888
32.6546,45.0870
32.6549,45.0852
32.6552,45.0834
32.6556,45.0816
32.6559,45.0798
32.6562,45.0780
32.6565,45.0762
32.6568,45.0744
32.6571,45.0726
32.6574,45.0708
32.6577,45.0690
32.6581,45.0672
32.6584,45.0654
32.6587,45.0636
32.6590,45.0617
32.6593,45.0599
32.6596,45.0581
32.6599,45.0563
32.6602,45.0545
32.6605,45.0527
32.6609,45.0509
32.6612,45.0491
32.6615,45.0473
32.6618,45.0455
32.6621,45.0437
32.6624,45.0419
32.6627,45.0401
32.6630,45.0383
32.6633,45.0365
32.6636,45.0347
32.6639,45.0329
32.6642,45.0311
32.6646,45.0293
32.6649,45.0275
32.6652,45.0257
32.6655,45.0239
32.6658,45.0221
32.6661,45.0203
32.6664,45.0185
32.6667,45.0167
32.6670,45.0149
32.6673,45.0131
32.6676,45.0113
32.6679,45.0095
32.6682,45.0077
32.6685,45.0059
32.6688,45.0041
32.6691,45.0023
32.6694,45.0005
32.6697,44.9987
32.6700,44.9969
32.6703,44.9950
32.6706,44.9932
32.6709,44.9914
32.6712,44.9896
32.6716,44.9878
32.6719,44.9860
32.6722,44.9842
32.6725,44.9824
32.6728,44.9806
32.6731,44.9788
32.6734,44.9770
32.6737,44.9752
32.6740,44.9734
32.6743,44.9716
32.6746,44.9698
32.6749,44.9680
32.6752,44.9662
32.6754,44.9644
32.6757,44.9626
32.6760,44.9608
32.6763,44.9590
32.6766,44.9572
32.6769,44.9554
32.6772,44.9536
32.6775,44.9518
32.6778,44.9500
32.6781,44.9482
32.6784,44.9464
32.6787,44.9446
32.6790,44.9428
32.6793,44.9410
32.6796,44.9392
32.6799,44.9374
32.6802,44.9356
32.6805,44.9338
32.6808,44.9320
32.6811,44.9302
32.6814,44.9283
32.6817,44.9265
32.6820,44.9247
32.6822,44.9229
32.6825,44.9211
32.6828,44.9193
32.6831,44.9175
32.6834,44.9157
32.6837,44.9139
32.6840,44.9121
32.6843,44.9103
32.6846,44.9085
32.6849,44.9067
32.6852,44.9049
32.6855,44.9031
32.6857,44.9013
32.6860,44.8995
32.6863,44.8977
32.6866,44.8959
32.6869,44.8941
32.6872,44.8923
32.6875,44.8905
32.6878,44.8887
32.6881,44.8869
32.6884,44.8851
32.6886,44.8833
32.6889,44.8815
32.6892,44.8797
32.6895,44.8779
32.6898,44.8761
32.6901,44.8743
32.6904,44.8725
32.6907,44.8707
32.6909,44.8689
32.6912,44.8671
32.6915,44.8653
32.6918,44.8635
32.6921,44.8616
32.6924,44.8598
32.6926,44.8580
32.6929,44.8562
32.6932,44.8544
32.6935,44.8526
32.6938,44.8508
32.6941,44.8490
32.6944,44.8472
32.6946,44.8454
32.6949,44.8436
32.6952,44.8418
32.6955,44.8400
32.6958,44.8382
32.6961,44.8364
32.6963,44.8346
32.6966,44.8328
32.6969,44.8310
32.6972,44.8292
32.6975,44.8274
32.6977,44.8256
32.6980,44.8238
32.6983,44.8220
32.6986,44.8202
32.6989,44.8184
32.6992,44.8166
32.6994,44.8148
32.6997,44.8130
32.7000,44.8112
32.7003,44.8094
32.7006,44.8076
32.7008,44.8058
32.7011,44.8040
32.7014,44.8022
32.7017,44.8004
32.7019,44.7986
32.7022,44.7968
32.7025,44.7949
32.7028,44.7931
32.7031,44.7913
32.7033,44.7895
32.7036,44.7877
32.7039,44.7859
32.7042,44.7841
32.7044,44.7823
32.7047,44.7805
32.7050,44.7787
32.7053,44.7769
32.7055,44.7751
32.7058,44.7733
32.7061,44.7715
32.7064,44.7697
32.7066,44.7679
32.7069,44.7661
32.7072,44.7643
32.7075,44.7625
32.7077,44.7607
32.7080,44.7589
32.7083,44.7571
32.7086,44.7553
32.7088,44.7535
32.7091,44.7517
32.7094,44.7499
32.7096,44.7481
32.7099,44.7463
32.7102,44.7445
32.7105,44.7427
32.7107,44.7409
32.7110,44.7391
32.7113,44.7373
32.7115,44.7355
32.7118,44.7337
32.7121,44.7319
32.7124,44.7301
32.7126,44.7283
32.7129,44.7264
32.7132,44.7246
32.7134,44.7228
32.7137,44.7210
32.7140,44.7192
32.7142,44.7174
32.7145,44.7156
32.7148,44.7138
32.7150,44.7120
32.7153,44.7102
32.7156,44.7084
32.7159,44.7066
32.7161,44.7048
32.7164,44.7030
32.7167,44.7012
32.7169,44.6994
32.7172,44.6976
32.7175,44.6958
32.7177,44.6940
32.7180,44.6922
32.7183,44.6904
32.7185,44.6886
32.7188,44.6868
32.7191,44.6850
32.7193,44.6832
32.7196,44.6814
32.7198,44.6796
32.7201,44.6778
32.7204,44.6760
32.7206,44.6742
32.7209,44.6724
32.7212,44.6706
32.7214,44.6688
32.7217,44.6670
32.7220,44.6652
32.7222,44.6634
32.7225,44.6616
32.7227,44.6598
32.7230,44.6580
32.7233,44.6561
32.7235,44.6543
32.7238,44.6525
32.7241,44.6507
32.7243,44.6489
32.7246,44.6471
32.7248,44.6453
32.7251,44.6435
32.7254,44.6417
32.7256,44.6399
32.7259,44.6381
32.7261,44.6363
32.7264,44.6345
32.7267,44.6327
32.7269,44.6309
32.7272,44.6291
32.7274,44.6273
32.7277,44.6255
32.7280,44.6237
32.7282,44.6219
32.7285,44.6201
32.7287,44.6183
32.7290,44.6165
32.7293,44.6147
32.7295,44.6129
32.7298,44.6111
32.7300,44.6093
32.7303,44.6075
32.7305,44.6057
32.7308,44.6039
32.7311,44.6021
32.7313,44.6003
32.7316,44.5985
32.7318,44.5967
32.7321,44.5949
32.7323,44.5931
32.7326,44.5913
32.7328,44.5895
32.7331,44.5877
32.7334,44.5858
32.7336,44.5840
32.7339,44.5822
32.7341,44.5804
32.7344,44.5786
32.7346,44.5768
32.7349,44.5750
32.7351,44.5732
32.7354,44.5714
32.7356,44.5696
32.7359,44.5678
32.7362,44.5660
32.7364,44.5642
32.7367,44.5624
32.7369,44.5606
32.7372,44.5588
32.7374,44.5570
32.7377,44.5552
32.7379,44.5534
32.7382,44.5516
32.7384,44.5498
32.7387,44.5480
32.7389,44.5462
32.7392,44.5444
32.7394,44.5426
32.7397,44.5408
32.7399,44.5390
32.7402,44.5372
32.7404,44.5354
32.7407,44.5336
32.7409,44.5318
32.7412,44.5300
32.7414,44.5282
32.7417,44.5264
32.7419,44.5246
32.7422,44.5228
32.7424,44.5210
32.7427,44.5192
32.7429,44.5174
32.7432,44.5156
32.7434,44.5137
32.7437,44.5119
32.7439,44.5101
32.7442,44.5083
32.7444,44.5065
32.7447,44.5047
32.7449,44.5029
32.7451,44.5011
32.7454,44.4993
32.7456,44.4975
32.7459,44.4957
32.7461,44.4939
32.7464,44.4921
32.7466,44.4903
32.7469,44.4885
32.7471,44.4867
32.7474,44.4849
32.7476,44.4831
32.7478,44.4813
32.7481,44.4795
32.7483,44.4777
32.7486,44.4759
32.7488,44.4741
32.7491,44.4723
32.7493,44.4705
32.7496,44.4687
32.7498,44.4669
32.7500,44.4651
32.7503,44.4633
32.7505,44.4615
32.7508,44.4597
32.7510,44.4579
32.7513,44.4561
32.7515,44.4543
32.7517,44.4525
32.7520,44.4507
32.7522,44.4489
32.7525,44.4471
32.7527,44.4453
32.7530,44.4435
32.7532,44.4416
32.7534,44.4398
32.7537,44.4380
32.7539,44.4362
32.7542,44.4344
32.7544,44.4326
32.7546,44.4308
32.7549,44.4290
32.7551,44.4272
32.7554,44.4254
32.7556,44.4236
32.7558,44.4218
32.7561,44.4200
32.7563,44.4182
32.7566,44.4164
32.7568,44.4146
32.7570,44.4128
32.7573,44.4110
32.7575,44.4092
32.7577,44.4074
32.7580,44.4056
32.7582,44.4038
32.7585,44.4020
32.7587,44.4002
32.7589,44.3984
32.7592,44.3966
32.7594,44.3948
32.7596,44.3930
32.7599,44.3912
32.7601,44.3894
32.7604,44.3876
32.7606,44.3858
32.7608,44.3840
32.7611,44.3822
32.7613,44.3804
32.7615,44.3786
32.7618,44.3768
32.7620,44.3750
32.7622,44.3732
32.7625,44.3714
32.7627,44.3695
32.7629,44.3677
32.7632,44.3659
32.7634,44.3641
32.7636,44.3623
32.7639,44.3605
32.7641,44.3587
32.7643,44.3569
32.7646,44.3551
32.7648,44.3533
32.7650,44.3515
